folders_reporting_id,id,parent_folder_id,name,path,is_root,tags,folder_ids,theme,metadata,address,code,locality,country,region,lat,long,created_at,updated_at,csv_errors,AccountPartyId,AccountStatus,ClientCompanyCode,FolderType,VendorAccountId,VendorId,kit_no,program_code,user_defined_field_1,user_defined_field_2,user_defined_field_3,user_defined_field_4,user_defined_field_5,notification_schema_list,emailURL,ClientCompanyPath,ClientCompanyURL,CompanyName,FAQPage,ParticipantionAgreementUrl,PhoneNumber,ProgramPath,SignupKeyDescription,SupportPage,companyLogo,wronglocation,deviceLocations,primaryColor,primaryTextColor,secondaryColor,secondaryTextColor,showLogo,supportNumber,test,account_number,create_membership,deactive_monnit,attributes_node_status,time_zone_abbreviation,gmt_offset
108,5302,5274,23rd Floor Sensor Lab,HSBRD/Research and Development/Sandbox/Test/HSB Lab/23rd Floor Sensor Lab/,False,,"4899,5031,5215,5242,5274,5302",{},"{""account_number"":""Location 1"",""vendor_account_id"":""7190"",""vendor_id"":""2""}",1 State Street 23rd Floor,06103,Hartford,US,CT,41.765945,-72.669075,2018-01-26 15:46:42,2018-01-26 15:46:42,,,,,,7190,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location 1,,,Active,EDT,-4.0
109,5303,5274,HSB LAB SUBACCOUNT,HSBRD/Research and Development/Sandbox/Test/HSB Lab/HSB LAB SUBACCOUNT/,False,,"4899,5031,5215,5242,5274,5303",{},"{""account_number"":""HSB LAB SUBACCOUNT"",""vendor_account_id"":""7683"",""vendor_id"":""2""}",123,CA1134,Dublin,US,CA,,,2018-01-26 15:52:23,2018-01-26 15:52:23,,,,,,7683,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSB LAB SUBACCOUNT,,,Active,EDT,-4.0
110,5304,5274,HSB Lab Test,HSBRD/Research and Development/Sandbox/Test/HSB Lab/HSB Lab Test/,False,,"4899,5031,5215,5242,5274,5304",{},"{""account_number"":""HSB Lab Test"",""vendor_account_id"":""8846"",""vendor_id"":""2""}",7304 South Cottonwood Suite 204,84047,Midvale,USA,UT,40.619099,-111.90049,2018-01-26 15:52:25,2018-01-26 15:52:25,,,,,,8846,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSB Lab Test,,,Active,EDT,-4.0
111,5305,5274,HSB LabTest,HSBRD/Research and Development/Sandbox/Test/HSB Lab/HSB LabTest/,False,,"4899,5031,5215,5242,5274,5305",{},"{""account_number"":""HSB LabTest"",""vendor_account_id"":""8847"",""vendor_id"":""2""}",7304 South Cottonwood Suite 204,84047,Midvale,USA,Utah,40.619099,-111.90049,2018-01-26 15:52:26,2018-01-26 15:52:26,,,,,,8847,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSB LabTest,,,Active,EDT,-4.0
112,5306,5274,Waygum Test Chennai,HSBRD/Research and Development/Sandbox/Test/HSB Lab/Waygum Test Chennai/,False,,"4899,5031,5215,5242,5274,5306",{},"{""account_number"":""Waygum Test Chennai"",""vendor_account_id"":""8925"",""vendor_id"":""2""}",4th Main Road R A Puram,600032,Chennaai,IN,TN,13.025697,80.254204,2018-01-26 15:52:28,2018-01-26 15:52:28,,,,,,8925,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waygum Test Chennai,,,Active,IST,5.5
113,5307,5274,Waygum Test Chennai sub Account,HSBRD/Research and Development/Sandbox/Test/HSB Lab/Waygum Test Chennai sub Account/,False,,"4899,5031,5215,5242,5274,5307",{},"{""account_number"":""8925"",""vendor_account_id"":""8926"",""vendor_id"":""2""}",4th Main Road R A Puram,600032,Chennaai,IN,TN,13.025697,80.254204,2018-01-26 15:52:29,2018-01-26 15:52:29,,,,,,8926,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8925,,,Active,IST,5.5
114,5308,5274,Lutheran Church,HSBRD/Research and Development/Sandbox/Test/HSB Lab/Lutheran Church/,False,,"4899,5031,5215,5242,5274,5308",{},"{""account_number"":""Lutheran Church"",""vendor_account_id"":""9385"",""vendor_id"":""2""}",7304 South Cottonwood Suite 204,84047,Midvale,USA,UT,40.619099,-111.90049,2018-01-26 15:52:31,2018-01-26 15:52:31,,,,,,9385,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutheran Church,,,Active,EDT,-4.0
115,5309,5274,lab,HSBRD/Sandbox/Test/HSB Lab/lab/,False,,"4899,5215,5242,5274,5309",{},"{""account_number"":""777"",""vendor_account_id"":""9437"",""vendor_id"":""2""}","42, strand",9866,London,England,eng,51.5113219,-0.1185174,2018-01-26 15:52:32,2018-11-19 12:45:01,,,,,,9437,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,,,Active,BST,1.0
116,5310,5274,testbuild,HSBRD/Research and Development/Sandbox/Test/HSB Lab/testbuild/,False,,"4899,5031,5215,5242,5274,5310",{},"{""account_number"":""testbuild"",""vendor_account_id"":""9487"",""vendor_id"":""2""}",200 Ashford avenue,65335,Iona,USA,MO,,,2018-01-26 15:52:46,2018-01-26 15:52:46,,,,,,9487,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testbuild,,,Active,EDT,-4.0
117,5311,5274,al Desk 2,HSBRD/Research and Development/Sandbox/Test/HSB Lab/al Desk 2/,False,,"4899,5031,5215,5242,5274,5311",{},"{""account_number"":""432"",""vendor_account_id"":""9575"",""vendor_id"":""2""}",6,06080,ggg,USA,CT,43.597767,-88.170341,2018-01-26 15:52:47,2018-01-26 15:52:47,,,,,,9575,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,,,Active,CDT,-5.0
118,5312,5274,waygum01,HSBRD/Research and Development/Sandbox/Test/HSB Lab/waygum01/,False,,"4899,5031,5215,5242,5274,5312",{},"{""account_number"":"" "",""vendor_account_id"":""9634"",""vendor_id"":""2""}",200 Ashford avenue   44,76548,san jose,USA,ca,37.333942,-121.8932,2018-01-26 15:52:49,2018-01-26 15:52:49,,,,,,9634,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Active,PDT,-7.0
119,5313,5280,CMIC Home Office Demo,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/CMIC Home Office Demo/,False,,"4899,5031,5215,5241,5280,5313",{},"{""account_number"":""CMIC Home Office Demo"",""vendor_account_id"":""9916"",""vendor_id"":""2""}",3000 Schuster Lane,54452,Merril,USA,Wisconsin,45.189846,-89.658348,2018-01-26 15:52:51,2018-01-26 15:52:51,,,,,,9916,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Home Office Demo,,,Active,CDT,-5.0
120,5314,5274,Rick's church,HSBRD/Research and Development/Sandbox/Test/HSB Lab/Rick's church/,False,,"4899,5031,5215,5242,5274,5314",{},"{""account_number"":""12345"",""vendor_account_id"":""9918"",""vendor_id"":""2""}",1 state st,06070,htfd,USA,ct,41.765945,-72.669075,2018-01-26 15:52:52,2018-01-26 15:52:52,,,,,,9918,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345,,,Active,EDT,-4.0
121,5315,5274,Test LRO,HSBRD/Research and Development/Sandbox/Test/HSB Lab/Test LRO/,False,,"4899,5031,5215,5242,5274,5315",{},"{""account_number"":""Golly"",""vendor_account_id"":""10197"",""vendor_id"":""2""}",1 State Street,06103,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:52:54,2018-01-26 15:52:54,,,,,,10197,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golly,,,Active,EDT,-4.0
122,5316,5280,CMIC Demo Kit 1,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/CMIC Demo Kit 1/,False,,"4899,5031,5215,5241,5280,5316",{},"{""account_number"":""CMIC Demo Kit 1"",""vendor_account_id"":""10928"",""vendor_id"":""2""}",3000 Schuster Lane,54452,Merrill,United,Wisconsin,45.189846,-89.658348,2018-01-26 15:52:55,2018-01-26 15:52:55,,,,,,10928,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Demo Kit 1,,,Active,CDT,-5.0
123,5317,5280,CMIC Demo Kit 2,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/CMIC Demo Kit 2/,False,,"4899,5031,5215,5241,5280,5317",{},"{""account_number"":""CMIC Demo Kit 2"",""vendor_account_id"":""10929"",""vendor_id"":""2""}",3000 Schuster Lane,54452,Merrill,United States,Wisconsin,45.189846,-89.658348,2018-01-26 15:52:56,2018-01-26 15:52:56,,,,,,10929,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Demo Kit 2,,,Active,CDT,-5.0
124,5318,5280,CMIC Sales Demo,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/CMIC Sales Demo/,False,,"4899,5031,5215,5241,5280,5318",{},"{""account_number"":""CMIC Sales Demo"",""vendor_account_id"":""11333"",""vendor_id"":""2""}",1416 Turk Rd,18976,Warrington,USA,PA,40.263668,-75.151573,2018-01-26 15:52:58,2018-01-26 15:52:58,,,,,,11333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Sales Demo,,,Active,EDT,-4.0
125,5319,5280,CMIC Demo Kit 3,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/CMIC Demo Kit 3/,False,,"4899,5031,5215,5241,5280,5319",{},"{""account_number"":""CMIC Demo Kit 3"",""vendor_account_id"":""11439"",""vendor_id"":""2""}",3000 Schuster Lane,54452-0357,Merrill,usa,WI,45.189846,-89.658348,2018-01-26 15:53:00,2018-01-26 15:53:00,,,,,,11439,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Demo Kit 3,,,Active,CDT,-5.0
126,5320,5286,Mattes,HSBRD/Research and Development/Sandbox/Munich Re/Lake House of Ole Suraj/Mattes/,False,,"4899,5031,5215,5243,5286,5320",{},"{""account_number"":""Mattes"",""vendor_account_id"":""12130"",""vendor_id"":""2""}",Bullentäle 6,72461,Albstadt,Germany,BW,48.247196,9.0188217,2018-01-26 15:53:01,2018-01-26 15:53:01,,,,,,12130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattes,,,Active,CEST,2.0
127,5321,5280,CMIC Demo Kit 4,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/CMIC Demo Kit 4/,False,,"4899,5031,5215,5241,5280,5321",{},"{""account_number"":""CMIC Demo Kit 4"",""vendor_account_id"":""14763"",""vendor_id"":""2""}",3000 Schuster Ln,54452,Merrill,US,WI,45.189846,-89.658348,2018-01-26 15:53:03,2018-01-26 15:53:03,,,,,,14763,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Demo Kit 4,,,Active,CDT,-5.0
128,5322,5303,HSB Lab Subaccount API account,HSBRD/Research and Development/Sandbox/Test/HSB Lab/HSB LAB SUBACCOUNT/HSB Lab Subaccount API account/,False,,"4899,5031,5215,5242,5274,5303,5322",{},"{""account_number"":""12345"",""vendor_account_id"":""8030"",""vendor_id"":""2""}",1 State Street,06102,Hartford,USA,CT,41.765945,-72.669075,2018-01-26 15:53:05,2018-01-26 15:53:05,,,,,,8030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345,,,Active,EDT,-4.0
129,5323,4899,Venkat Meshify QA PLZ DO NOT TOUCH,HSBRD/Venkat Meshify QA PLZ DO NOT TOUCH/,False,,"4899,5323",{},"{""account_number"":""123456991"",""vendor_account_id"":""11782"",""vendor_id"":""2""}",26 Woodland Street,06040,Manchester,USA,CT,41.790089,-72.525925,2018-01-26 15:53:07,2018-05-23 19:41:37,,,,,,11782,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123456991,,,Active,EDT,-4.0
130,5324,5317,CMIC Display Equipment,HSBRD/Research and Development/Sandbox/Demo/CMIC Demo/CMIC Demo Kit 2/CMIC Display Equipment/,False,,"4899,5031,5215,5241,5280,5317,5324",{},"{""account_number"":""CMIC Display Equipment"",""vendor_account_id"":""14731"",""vendor_id"":""2""}",3000 Schuster Ln,54452,Merrill,USA,WI,45.189846,-89.658348,2018-01-26 15:53:08,2018-01-26 15:53:08,,,,,,14731,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMIC Display Equipment,,,Active,CDT,-5.0
131,5469,19376,ANPAC,HSBRD/POC/ANPAC/,False,,"4899,19376,5469",{},"{""vendor_account_id"":""18274"",""vendor_id"":""2""}",344 US-9W,12077,Glenmont,USA,NY,,,2018-02-01 19:59:30,2018-04-09 15:50:55,,,,,,18274,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
132,5511,5469,Orchard Dale Fruit Co.,HSBRD/POC/ANPAC/Orchard Dale Fruit Co./,False,,"4899,19376,5469,5511",{},"{""account_number"":""Orchard Dale Fruit Co."",""vendor_account_id"":""18273"",""vendor_id"":""2""}",14264 Roosevelt Highway,14571,Waterport,USA,NY,43.35347,-78.198845,2018-02-01 20:45:17,2018-02-01 20:45:17,,,,,,18273,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orchard Dale Fruit Co.,,,Active,EDT,-4.0
133,5512,5469,Watt Fruit,HSBRD/POC/ANPAC/Watt Fruit/,False,,"4899,19376,5469,5512",{},"{""account_number"":""Watt Fruit"",""vendor_account_id"":""18275"",""vendor_id"":""2""}",3121 Oak Orchard Road,14411,Albion,USA,NY,43.265167,-78.192253,2018-02-01 20:45:22,2018-02-01 20:45:22,,,,,,18275,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Watt Fruit,,,Active,EDT,-4.0
134,5513,5469,Zuber Farms,HSBRD/POC/ANPAC/Zuber Farms/,False,,"4899,19376,5469,5513",{},"{""account_number"":""Zuber Farms"",""vendor_account_id"":""18276"",""vendor_id"":""2""}",5633 Tower Hill Road,14422,Byron,USA,NY,43.09325,-78.111069,2018-02-01 20:45:26,2018-02-01 20:45:26,,,,,,18276,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zuber Farms,,,Active,EDT,-4.0
135,5514,5469,Oak Orchard Dairy,HSBRD/POC/ANPAC/Oak Orchard Dairy/,False,,"4899,19376,5469,5514",{},"{""account_number"":""Oak Orchard Dairy"",""vendor_account_id"":""18278"",""vendor_id"":""2""}",6258 Oak Orchard Road,14058,Elba,USA,NY,43.112026,-78.180878,2018-02-01 20:45:29,2018-02-01 20:45:29,,,,,,18278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Orchard Dairy,,,Active,EDT,-4.0
136,5515,5469,Friendly Acres Farm,HSBRD/POC/ANPAC/Friendly Acres Farm/,False,,"4899,19376,5469,5515",{},"{""account_number"":""Friendly Acres Farm"",""vendor_account_id"":""18279"",""vendor_id"":""2""}",1408 Exchange Street Road,14011,Attica,USA,NY,42.778297,-78.260872,2018-02-01 20:45:31,2018-02-01 20:45:31,,,,,,18279,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friendly Acres Farm,,,Active,EDT,-4.0
137,5516,5469,Lynn-Ette & Sons,HSBRD/POC/ANPAC/Lynn-Ette & Sons/,False,,"4899,19376,5469,5516",{},"{""account_number"":""Lynn-Ette \u0026amp; Sons"",""vendor_account_id"":""18526"",""vendor_id"":""2""}",1512 Kent Road,14477,Kent,USA,NY,43.341919,-78.135818,2018-02-01 20:45:33,2018-04-09 15:52:37,,,,,,18526,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynn-Ette &amp; Sons,,,Active,EDT,-4.0
138,5517,5516,Lynn-ette and Sons Farms - Kent,HSBRD/POC/ANPAC/Lynn-Ette & Sons/Lynn-ette and Sons Farms - Kent/,False,,"4899,19376,5469,5516,5517",{},"{""account_number"":""Lynn-ette and Sons Farms - Kent"",""vendor_account_id"":""18317"",""vendor_id"":""2""}",1512 Kent Rd,14477,Kent,USA,NY,43.341919,-78.135818,2018-02-01 20:45:35,2018-02-01 20:45:35,,,,,,18317,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynn-ette and Sons Farms - Kent,,,Active,EDT,-4.0
139,5518,5516,Lynn-ette and Sons Farms - Ransomville,HSBRD/POC/ANPAC/Lynn-Ette & Sons/Lynn-ette and Sons Farms - Ransomville/,False,,"4899,19376,5469,5516,5518",{},"{""account_number"":""Lynn-ette and Sons Farms - Ransomville"",""vendor_account_id"":""18318"",""vendor_id"":""2""}",2231 Youngston Lockport Road,14131,Ransomville,USA,NY,43.244602,-78.932182,2018-02-01 20:45:37,2018-02-01 20:45:37,,,,,,18318,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynn-ette and Sons Farms - Ransomville,,,Active,EDT,-4.0
140,13143,19376,Diocese of Trenton,HSBRD/POC/Diocese of Trenton/,False,,"4899,19376,13143",{},"{""vendor_account_id"":""14967"",""vendor_id"":""2""}",701 Lawrence Road,08648,Lawrenceville,USA,NJ,,,2018-03-13 15:30:37,2018-04-09 15:50:34,,,,,,14967,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
141,13144,13143,St. Josephs 1 (Parent) Parish,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/,False,,"4899,19376,13143,13144",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15193"",""vendor_id"":""2""}",685 Hooper Avenue,08753,Toms River,USA,NJ,39.960793,-74.189323,2018-03-13 16:06:27,2018-04-05 19:26:15,,,,,Participant,15193,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
142,13145,13144,St. Josephs Church,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Josephs Church/,False,,"4899,19376,13143,13144,13145",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15196"",""vendor_id"":""2""}",501 Hooper Ave,08753,Toms River,USA,NJ,39.959381,-74.190361,2018-03-13 16:08:08,2018-04-05 19:26:22,,,,,Participant,15196,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
143,13146,13144,St. Gertrude Church,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Gertrude Church/,False,,"4899,19376,13143,13144,13146",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15197"",""vendor_id"":""2""}",103 Central Avenue,08732,Island Heights,USA,NJ,39.942451,-74.150169,2018-03-13 16:08:49,2018-04-05 19:26:28,,,,,Participant,15197,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
144,13147,13144,St. Joseph Parish Office,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Joseph Parish Office/,False,,"4899,19376,13143,13144,13147",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15198"",""vendor_id"":""2""}",685 Hooper Avenue,08753,Toms River,USA,NJ,39.960793,-74.189323,2018-03-13 16:08:58,2018-04-05 19:25:36,,,,,Participant,15198,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
145,13148,13144,St. Joseph Lexington Avenue,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Joseph Lexington Avenue/,False,,"4899,19376,13143,13144,13148",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15200"",""vendor_id"":""2""}",Lexington Avenue,08753,Toms River,USA,NJ,,,2018-03-13 16:09:11,2018-04-05 19:25:47,,,,,Participant,15200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
146,13149,13144,St. Josephs Athletic Field,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Josephs Athletic Field/,False,,"4899,19376,13143,13144,13149",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15201"",""vendor_id"":""2""}",Conifer Street,08753,Toms River,USA,NJ,,,2018-03-13 16:09:19,2018-04-05 19:51:10,,,,,Participant,15201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
147,13150,13144,St. Josephs Middle and High School,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Josephs Middle and High School/,False,,"4899,19376,13143,13144,13150",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15202"",""vendor_id"":""2""}",685 Hooper Avenue,08753,Toms River,USA,NJ,39.960793,-74.189323,2018-03-13 16:09:26,2018-04-05 19:50:56,,,,,Participant,15202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
148,13151,13144,St. Josephs Grade School,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Josephs Grade School/,False,,"4899,19376,13143,13144,13151",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15203"",""vendor_id"":""2""}",685 Hooper Avenue,08753,Toms River,USA,NJ,39.960793,-74.189323,2018-03-13 16:09:33,2018-04-05 19:50:38,,,,,Participant,15203,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
149,13152,13144,St. Josephs Cemetery,HSBRD/POC/Diocese of Trenton/St. Josephs 1 (Parent) Parish/St. Josephs Cemetery/,False,,"4899,19376,13143,13144,13152",{},"{""client_company_code"":"""",""folder_type"":""Participant"",""kit_no"":"""",""program_code"":"""",""user_defined_field_1"":"""",""user_defined_field_2"":"""",""user_defined_field_3"":"""",""user_defined_field_4"":"""",""user_defined_field_5"":"""",""vendor_account_id"":""15205"",""vendor_id"":""2""}",80 Cedar Grove Road,08753,Toms River,USA,NJ,39.966164,-74.179314,2018-03-13 16:09:40,2018-04-05 19:25:59,,,,,Participant,15205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
150,19374,37390,*Old* OSS Storage,HSBRD/Inventory/*Old* OSS Storage/,False,,"4899,37390,19374",{},"{""vendor_account_id"":""21238"",""vendor_id"":""2""}","1 State St., 21st Fl Sensor Lab",06102,Hartford,USA,CT,0.0,-72.66967,2018-04-05 18:55:09,2018-12-28 18:49:18,,,,,,21238,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
151,19375,5241,CM Regent Demo Kit,HSBRD/Research and Development/Sandbox/Demo/CM Regent Demo Kit/,False,,"4899,5031,5215,5241,19375",{},"{""vendor_account_id"":""21501"",""vendor_id"":""2""}",300 Sterling Parkway Suite 100,17050,Mechanicsburg,USA,PA,,-77.001404,2018-04-05 19:14:46,2018-04-05 19:14:46,,,,,,21501,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
152,19376,4899,POC,HSBRD/POC/,False,,"4899,19376",{},"{""vendor_account_id"":""11007"",""vendor_id"":""2""}",1 State Street,06082,Hartford,USA,CT,,-72.591942,2018-04-09 15:24:27,2018-04-09 15:24:27,,,,,,11007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
153,19377,19376,EMC2,HSBRD/POC/EMC2/,False,,"4899,19376,19377",{},"{""vendor_account_id"":""11928"",""vendor_id"":""2""}",,,,,,,,2018-04-09 15:49:18,2018-04-09 15:49:18,,,,,,11928,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
154,19378,19376,Westfield,HSBRD/POC/Westfield/,False,,"4899,19376,19378","{""ClientCompanyURL"":""https://www.westfieldinsurance.com/"",""CompanyName"":""Westfield Insurance"",""PhoneNumber"":""800.243.0210"",""companyLogo"":""img/westfield.jpg""}","{""client_company_code"":""0063"",""folder_type"":""ClientCompany"",""vendor_account_id"":""14536"",""vendor_id"":""2""}",6789 Greenwich Rd,44251,Westfield Center,USA,OH,0.0,-81.932801,2018-04-09 15:49:45,2019-02-21 16:32:07,,,,0063,ClientCompany,14536,2,,,,,,,,,,,https://www.westfieldinsurance.com/,Westfield,,,800.243.0210,,,,img/westfield.jpg,,,,,,,,,,,,,Active,EDT,-4.0
155,19379,19376,Allstate Dental,HSBRD/POC/Allstate Dental/,False,,"4899,19376,19379",{},"{""vendor_account_id"":""14618"",""vendor_id"":""2""}",One State Street,06102-5024,Hartford,USA,CT,,-72.66967,2018-04-09 15:50:11,2018-04-09 15:50:11,,,,,,14618,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
156,19380,19376,State Auto Demo Kit,HSBRD/POC/State Auto Demo Kit/,False,,"4899,19376,19380",{},"{""vendor_account_id"":""16694"",""vendor_id"":""2""}",N/A N/A,N/A,N/A,N/A,N/A,,,2018-04-09 15:50:41,2018-04-09 15:50:41,,,,,,16694,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
157,19381,19379,DR.OSAMA ISMAIL DDS LTD,HSBRD/POC/Allstate Dental/DR.OSAMA ISMAIL DDS LTD/,False,,"4899,19376,19379,19381",{},"{""vendor_account_id"":""14630"",""vendor_id"":""2""}",2184 BLOOMINGDALE RD STE B,601391601,GLENDALE HEIGHTS,USA,IL,,-88.080231,2018-04-09 15:51:29,2018-04-09 15:51:29,,,,,,14630,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
158,19382,19379,Midwest Dental Center,HSBRD/POC/Allstate Dental/Midwest Dental Center/,False,,"4899,19376,19379,19382",{},"{""vendor_account_id"":""14631"",""vendor_id"":""2""}",7374 W 87th St,60455,Bridgeview,USA,IL,0.0,-87.803375,2018-04-09 15:51:51,2018-08-21 20:55:28,,,,,,14631,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
159,19383,19379,Midwest Dental Specialty,HSBRD/POC/Allstate Dental/Midwest Dental Specialty/,False,,"4899,19376,19379,19383",{},"{""vendor_account_id"":""14633"",""vendor_id"":""2""}",7714 W 159th St,60462,Orland Park,USA,IL,0.0,-87.807068,2018-04-09 15:52:15,2018-08-21 20:56:28,,,,,,14633,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
160,19384,19379,Dental location #4,HSBRD/POC/Allstate Dental/Dental location #4/,False,,"4899,19376,19379,19384",{},"{""vendor_account_id"":""14960"",""vendor_id"":""2""}",One State Street,06102,Hartford,USA,CT,,-72.66967,2018-04-09 15:52:21,2018-04-09 15:52:21,,,,,,14960,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,EDT,-4.0
